ticker,asset_class,sector_gics,etf_proxy,source,note
NTLA,stock,Health Care,XLV,yfinance,
NTNX,stock,Information Technology,XLK,yfinance,
NTOIY,stock,Energy,XLE,yfinance,
NTR,stock,Materials,XLB,yfinance,
NTRA,stock,Health Care,XLV,yfinance,
NTRI,stock,Consumer Staples,XLP,llm,
NTRP,stock,Consumer Discretionary,XLY,yfinance,
NTRS,stock,Financials,XLF,yfinance,
NTST,stock,Real Estate,XLRE,yfinance,
NTT,stock,Communication Services,XLC,llm,
NTTYY,stock,Communication Services,XLC,yfinance,
NTXFY,stock,Financials,XLF,llm,
NU,stock,Financials,XLF,yfinance,
NUAN,stock,Information Technology,XLK,llm,
NUE,stock,Materials,XLB,yfinance,
NULG,stock,Information Technology,XLK,llm,
NUVA,stock,Health Care,XLV,llm,
NVAX,stock,Health Care,XLV,yfinance,
NVCR,stock,Health Care,XLV,yfinance,
NVDA,stock,Information Technology,XLK,yfinance,
NVDQ,stock,Health Care,XLV,llm,
NVEC,stock,Information Technology,XLK,yfinance,
NVEE,stock,Industrials,XLI,llm,
NVG,stock,Financials,XLF,yfinance,
NVGS,stock,Energy,XLE,yfinance,
NVIGF,unknown,,,none,
NVO,stock,Health Care,XLV,yfinance,
NVR,stock,Consumer Discretionary,XLY,yfinance,
NVS,stock,Health Care,XLV,yfinance,
NVST,stock,Health Care,XLV,yfinance,
NVT,stock,Industrials,XLI,yfinance,
NVVE,stock,Consumer Discretionary,XLY,yfinance,
NVZMY,stock,Materials,XLB,yfinance,
NWBI,stock,Financials,XLF,yfinance,
NWE,stock,Utilities,XLU,yfinance,
NWG,stock,Financials,XLF,yfinance,
NWL,stock,Consumer Staples,XLP,yfinance,
NWN,stock,Utilities,XLU,yfinance,
NWS,stock,Communication Services,XLC,yfinance,
NWSA,stock,Communication Services,XLC,yfinance,
NXPI,stock,Information Technology,XLK,yfinance,
NXRT,stock,Real Estate,XLRE,yfinance,
NXST,stock,Communication Services,XLC,yfinance,
NXTG,stock,Communication Services,XLC,llm,
NXTM,stock,Communication Services,XLC,llm,
NYC,stock,Real Estate,XLRE,yfinance,
NYCB,stock,Financials,XLF,llm,
NYLD,stock,Utilities,XLU,llm,
NYLD-A,stock,Utilities,XLU,llm,
NYMX,stock,Health Care,XLV,llm,
NYT,stock,Communication Services,XLC,yfinance,
NZTCF,stock,Communication Services,XLC,yfinance,
O,stock,Real Estate,XLRE,yfinance,
OA,stock,Industrials,XLI,llm,
OAK,stock,Financials,XLF,llm,
OAKIX,unknown,,,none,
OAS,stock,Energy,XLE,llm,
OAYIX,unknown,,,none,
OC,stock,Industrials,XLI,yfinance,
OCAI,unknown,,,none,
OCDDY,stock,Consumer Staples,XLP,yfinance,
OCFC,stock,Financials,XLF,yfinance,
OCFT,stock,Information Technology,XLK,llm,
OCGN,stock,Health Care,XLV,yfinance,
OCI,stock,Materials,XLB,llm,
OCIP,stock,Financials,XLF,llm,
OCLCF,stock,Information Technology,XLK,yfinance,
OCLS,stock,Health Care,XLV,llm,
OCN,stock,Financials,XLF,llm,
OCR,stock,Health Care,XLV,llm,
ODFL,stock,Industrials,XLI,yfinance,
ODVYX,unknown,,,none,
OEI,stock,Energy,XLE,llm,
OFC,stock,Real Estate,XLRE,llm,
OGE,stock,Utilities,XLU,yfinance,
OGFGF,stock,Utilities,XLU,yfinance,
OGN,stock,Health Care,XLV,yfinance,
OGS,stock,Utilities,XLU,yfinance,
OHI,stock,Real Estate,XLRE,yfinance,
OI,stock,Consumer Discretionary,XLY,yfinance,
OIH,stock,Energy,XLE,llm,
OII,stock,Energy,XLE,yfinance,
OIL,stock,Energy,XLE,llm,
OKE,stock,Energy,XLE,yfinance,
OKS,stock,Energy,XLE,llm,
OKTA,stock,Information Technology,XLK,yfinance,
OLCB,stock,Financials,XLF,llm,
OLCLY,stock,Consumer Discretionary,XLY,yfinance,
OLED,stock,Information Technology,XLK,yfinance,
OLLI,stock,Consumer Staples,XLP,yfinance,
OLN,stock,Materials,XLB,yfinance,
OLP,stock,Real Estate,XLRE,yfinance,
OLPX,stock,Consumer Discretionary,XLY,yfinance,
OLYMY,stock,Health Care,XLV,yfinance,
OMC,stock,Communication Services,XLC,yfinance,
OMCL,stock,Health Care,XLV,yfinance,
OMF,stock,Financials,XLF,yfinance,
OMG,stock,Materials,XLB,llm,
OMI,stock,Health Care,XLV,llm,
OMN,stock,Industrials,XLI,llm,
OMRNY,stock,Information Technology,XLK,yfinance,
OMVKY,stock,Energy,XLE,yfinance,
ON,stock,Information Technology,XLK,yfinance,
ONCO,stock,Health Care,XLV,yfinance,
ONEQ,stock,Information Technology,XLK,llm,
ONEW,stock,Consumer Discretionary,XLY,yfinance,
ONNN,stock,Information Technology,XLK,llm,
ONON,stock,Consumer Discretionary,XLY,yfinance,
ONTO,stock,Information Technology,XLK,yfinance,
ONTY,stock,Health Care,XLV,llm,
ONVO,stock,Health Care,XLV,llm,
OOCP,unknown,,,none,
OOM,unknown,,,none,
OPCH,stock,Health Care,XLV,yfinance,
OPEN,stock,Real Estate,XLRE,yfinance,
OPHLY,stock,Health Care,XLV,yfinance,
OPI,stock,Real Estate,XLRE,yfinance,
OPK,stock,Health Care,XLV,yfinance,
OPRA,stock,Communication Services,XLC,yfinance,
OPY,stock,Financials,XLF,yfinance,
ORA,stock,Utilities,XLU,yfinance,
ORAN,stock,Communication Services,XLC,llm,
ORBC,stock,Communication Services,XLC,llm,
ORBK,stock,Information Technology,XLK,llm,
ORCC,stock,Financials,XLF,llm,
ORCL,stock,Information Technology,XLK,yfinance,
OREX,stock,Health Care,XLV,llm,
ORI,stock,Financials,XLF,yfinance,
ORIT,stock,Financials,XLF,llm,
ORKLY,stock,Consumer Staples,XLP,yfinance,
ORLY,stock,Consumer Discretionary,XLY,yfinance,
ORMP,stock,Health Care,XLV,yfinance,
OS,stock,Materials,XLB,llm,
OSCA,unknown,,,none,
OSK,stock,Industrials,XLI,yfinance,
OSLE,unknown,,,none,
OSUR,stock,Health Care,XLV,yfinance,
OSW,stock,Consumer Discretionary,XLY,yfinance,
OTCM,stock,Financials,XLF,yfinance,
OTEX,stock,Information Technology,XLK,yfinance,
OTIC,stock,Health Care,XLV,llm,
OTIS,stock,Industrials,XLI,yfinance,
OTRK,stock,Health Care,XLV,llm,
OTSKY,stock,Health Care,XLV,yfinance,
OTTR,stock,Industrials,XLI,yfinance,
OUNZ,stock,Materials,XLB,llm,
OUT,stock,Real Estate,XLRE,yfinance,
OVCHY,stock,Financials,XLF,yfinance,
OVV,stock,Energy,XLE,yfinance,
OWL,stock,Financials,XLF,yfinance,
OXBR,stock,Financials,XLF,yfinance,
OXM,stock,Consumer Discretionary,XLY,yfinance,
OXY,stock,Energy,XLE,yfinance,
OZK,stock,Financials,XLF,yfinance,
OZKAP,stock,Financials,XLF,yfinance,
OZM,stock,Financials,XLF,llm,
OZRK,stock,Financials,XLF,llm,
P,stock,Information Technology,XLK,yfinance,
PAA,stock,Energy,XLE,yfinance,
PAAS,stock,Materials,XLB,yfinance,
PAC,stock,Industrials,XLI,yfinance,
PACW,stock,Financials,XLF,llm,
PAG,stock,Consumer Discretionary,XLY,yfinance,
PAGP,stock,Energy,XLE,yfinance,
PAGS,stock,Information Technology,XLK,yfinance,
PAHC,stock,Health Care,XLV,yfinance,
PAL,stock,Industrials,XLI,yfinance,
PALL,stock,Materials,XLB,llm,
PAM,stock,Industrials,XLI,yfinance,
PAMT,stock,Industrials,XLI,yfinance,
PANDY,stock,Consumer Staples,XLP,llm,
PANW,stock,Information Technology,XLK,yfinance,
PAR,stock,Information Technology,XLK,yfinance,
PARA,stock,Communication Services,XLC,llm,
PARAA,stock,Communication Services,XLC,llm,
PARR,stock,Energy,XLE,yfinance,
PASO,stock,Health Care,XLV,yfinance,
PATK,stock,Consumer Discretionary,XLY,yfinance,
PAVE,stock,Industrials,XLI,llm,
PAY,stock,Information Technology,XLK,yfinance,
PAYC,stock,Information Technology,XLK,yfinance,
PAYX,stock,Information Technology,XLK,yfinance,
PB,stock,Financials,XLF,yfinance,
PBA,stock,Energy,XLE,yfinance,
PBCT,stock,Financials,XLF,llm,
PBF,stock,Energy,XLE,yfinance,
PBFX,stock,Energy,XLE,llm,
PBH,stock,Health Care,XLV,yfinance,
PBI,stock,Industrials,XLI,yfinance,
PBR,stock,Energy,XLE,yfinance,
PBSFY,stock,Communication Services,XLC,yfinance,
PBYI,stock,Health Care,XLV,yfinance,
PCAR,stock,Industrials,XLI,yfinance,
PCG,stock,Utilities,XLU,yfinance,
PCGU,unknown,,,none,
PCH,stock,Real Estate,XLRE,llm,
PCL,stock,Real Estate,XLRE,llm,
PCLN,stock,Consumer Discretionary,XLY,llm,
PCLPX,unknown,,,none,
PCNNX,unknown,,,none,
PCP,stock,Industrials,XLI,llm,
PCPL,stock,Communication Services,XLC,llm,
PCPL-U,stock,Communication Services,XLC,llm,
PCRFY,stock,Industrials,XLI,llm,
PCRX,stock,Health Care,XLV,yfinance,
PCTY,stock,Information Technology,XLK,yfinance,
PCVX,stock,Health Care,XLV,yfinance,
PCY,unknown,,,none,
PD,stock,Information Technology,XLK,yfinance,
PDBC,etf_broad,,PDBC,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
PDCE,stock,Energy,XLE,llm,
PDCO,stock,Health Care,XLV,llm,
PDD,stock,Consumer Discretionary,XLY,yfinance,
PDEX,stock,Health Care,XLV,yfinance,
PDFS,stock,Information Technology,XLK,yfinance,
PDLB,stock,Financials,XLF,yfinance,
PDLI,stock,Health Care,XLV,llm,
PDM,stock,Real Estate,XLRE,yfinance,
PDRDF,stock,Consumer Staples,XLP,yfinance,
PDRDY,stock,Consumer Staples,XLP,llm,
PDS,stock,Energy,XLE,yfinance,
PDYPY,stock,Utilities,XLU,llm,
PE,stock,Energy,XLE,llm,
PEAK,stock,Real Estate,XLRE,llm,
PEB,stock,Real Estate,XLRE,yfinance,
PEBO,stock,Financials,XLF,yfinance,
PECO,stock,Real Estate,XLRE,yfinance,
PEG,stock,Utilities,XLU,yfinance,
PEGA,stock,Information Technology,XLK,yfinance,
PEGFF,stock,Energy,XLE,llm,
PEGI,stock,Utilities,XLU,llm,
PEI,stock,Real Estate,XLRE,llm,
PEJ,stock,Consumer Discretionary,XLY,llm,
PEN,stock,Health Care,XLV,yfinance,
PENN,stock,Consumer Discretionary,XLY,yfinance,
PENX,stock,Materials,XLB,llm,
PEP,stock,Consumer Staples,XLP,yfinance,
PER,stock,Energy,XLE,llm,
PERC,stock,Industrials,XLI,llm,
PERI,stock,Communication Services,XLC,yfinance,
PETM,stock,Consumer Discretionary,XLY,llm,
PETQ,stock,Consumer Discretionary,XLY,llm,
PETRY,stock,Consumer Discretionary,XLY,llm,
PEY,stock,Financials,XLF,llm,
PFE,stock,Health Care,XLV,yfinance,
PFF,stock,Financials,XLF,llm,
PFFV,stock,Financials,XLF,llm,
PFG,stock,Financials,XLF,yfinance,
PFGC,stock,Consumer Staples,XLP,yfinance,
PFIN,stock,Financials,XLF,llm,
PFPT,stock,Information Technology,XLK,llm,
PFS,stock,Financials,XLF,yfinance,
PG,stock,Consumer Staples,XLP,yfinance,
PGC,stock,Financials,XLF,yfinance,
PGF,stock,Financials,XLF,llm,
PGH,stock,Energy,XLE,llm,
PGNY,stock,Health Care,XLV,yfinance,
PGR,stock,Financials,XLF,yfinance,
PGRE,stock,Real Estate,XLRE,llm,
PGX,stock,Financials,XLF,llm,
PH,stock,Industrials,XLI,yfinance,
PHB,unknown,,,none,
PHG,stock,Health Care,XLV,yfinance,
PHH,stock,Financials,XLF,llm,
PHI,stock,Communication Services,XLC,yfinance,
PHIN,stock,Consumer Discretionary,XLY,yfinance,
PHLD,unknown,,,none,
PHM,stock,Consumer Discretionary,XLY,yfinance,
PHR,stock,Health Care,XLV,yfinance,
PI,stock,Information Technology,XLK,yfinance,
PIAIF,stock,Financials,XLF,yfinance,
PII,stock,Consumer Discretionary,XLY,yfinance,
PINC,stock,Health Care,XLV,llm,
PINS,stock,Communication Services,XLC,yfinance,
PJAM,stock,Consumer Discretionary,XLY,llm,
PK,stock,Real Estate,XLRE,yfinance,
PKB,stock,Industrials,XLI,llm,
PKCOY,stock,Industrials,XLI,yfinance,
PKG,stock,Consumer Discretionary,XLY,yfinance,
PKI,stock,Health Care,XLV,llm,
PKW,unknown,,,none,
PKX,stock,Materials,XLB,yfinance,
PL,stock,Industrials,XLI,yfinance,
PLAN,stock,Information Technology,XLK,llm,
PLAY,stock,Communication Services,XLC,yfinance,
PLCE,stock,Consumer Discretionary,XLY,yfinance,
PLD,stock,Real Estate,XLRE,yfinance,
PLGTF,stock,Energy,XLE,llm,
PLKI,stock,Consumer Discretionary,XLY,llm,
PLL,stock,Materials,XLB,llm,
PLM,stock,Information Technology,XLK,llm,
PLNT,stock,Consumer Discretionary,XLY,yfinance,
PLT,stock,Information Technology,XLK,llm,
PLTK,stock,Communication Services,XLC,yfinance,
PLTR,stock,Information Technology,XLK,yfinance,
PLUG,stock,Industrials,XLI,yfinance,
PLUS,stock,Information Technology,XLK,yfinance,
PLXS,stock,Information Technology,XLK,yfinance,
PLYA,stock,Consumer Discretionary,XLY,llm,
PM,stock,Consumer Staples,XLP,yfinance,
PMF,unknown,,,none,
PMFG,stock,Industrials,XLI,llm,
PMTU,unknown,,,none,
PN,stock,Information Technology,XLK,yfinance,
PNC,stock,Financials,XLF,yfinance,
PNFP,stock,Financials,XLF,yfinance,
PNGAY,stock,Financials,XLF,yfinance,
PNM,stock,Utilities,XLU,llm,
PNNT,stock,Financials,XLF,yfinance,
PNPFF,stock,Financials,XLF,yfinance,
PNQI,etf_sector,,XLK,manuel,ETF internet Nasdaq — reclassé (2026-08-11)
PNR,stock,Industrials,XLI,yfinance,
PNRA,stock,Consumer Discretionary,XLY,llm,
PNW,stock,Utilities,XLU,yfinance,
POAHY,stock,Consumer Discretionary,XLY,yfinance,
PODD,stock,Health Care,XLV,yfinance,
POEFF,stock,Energy,XLE,llm,
POL,stock,Materials,XLB,llm,
PONCX,unknown,,,none,
POOL,stock,Industrials,XLI,yfinance,
POR,stock,Utilities,XLU,yfinance,
POST,stock,Consumer Staples,XLP,yfinance,
POT,stock,Materials,XLB,llm,
POWI,stock,Information Technology,XLK,yfinance,
PPA,stock,Industrials,XLI,llm,
PPBI,stock,Financials,XLF,llm,
PPC,stock,Consumer Staples,XLP,yfinance,
PPERY,stock,Financials,XLF,yfinance,
PPG,stock,Materials,XLB,yfinance,
PPL,stock,Utilities,XLU,yfinance,
PPLT,unknown,,,none,
PPR,stock,Real Estate,XLRE,llm,
PPRUY,stock,Consumer Discretionary,XLY,yfinance,
PR,stock,Energy,XLE,yfinance,
PRA,stock,Financials,XLF,yfinance,
PRAA,stock,Financials,XLF,yfinance,
PRAH,stock,Health Care,XLV,llm,
PRAI,unknown,,,none,
PRE,stock,Consumer Staples,XLP,yfinance,
PRF,unknown,,,none,
PRGO,stock,Health Care,XLV,yfinance,
PRGS,stock,Information Technology,XLK,yfinance,
PRI,stock,Financials,XLF,yfinance,
PRIM,stock,Industrials,XLI,yfinance,
PRJAX,unknown,,,none,
PRKS,stock,Consumer Discretionary,XLY,yfinance,
PRLB,stock,Industrials,XLI,yfinance,
PRMB,stock,Consumer Staples,XLP,yfinance,
PRNDY,stock,Consumer Staples,XLP,yfinance,
PRNHX,unknown,,,none,
PRO,stock,Information Technology,XLK,llm,
PROF,stock,Health Care,XLV,yfinance,
PROSY,stock,Consumer Discretionary,XLY,yfinance,
PRPFX,unknown,,,none,
PRS,stock,Consumer Discretionary,XLY,llm,
PRSP,unknown,,,none,
PRU,stock,Financials,XLF,yfinance,
PRXI,stock,Health Care,XLV,llm,
PRXL,stock,Health Care,XLV,llm,
PRYMY,stock,Industrials,XLI,yfinance,
PS,stock,Financials,XLF,yfinance,
PSA,stock,Real Estate,XLRE,yfinance,
PSB,stock,Real Estate,XLRE,llm,
PSDTX,unknown,,,none,
PSEC,stock,Financials,XLF,yfinance,
PSIX,stock,Industrials,XLI,yfinance,
PSKY,stock,Communication Services,XLC,yfinance,
PSMMY,stock,Consumer Discretionary,XLY,yfinance,
PSMT,stock,Consumer Staples,XLP,yfinance,
PSNL,stock,Health Care,XLV,yfinance,
PSO,stock,Communication Services,XLC,yfinance,
PSQ,etf_broad,,PSQ,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
PSQH,stock,Information Technology,XLK,yfinance,
PSTG,stock,Information Technology,XLK,llm,
PSTH,unknown,,,none,
PSTR,stock,Energy,XLE,llm,
PSX,stock,Energy,XLE,yfinance,
PSXP,stock,Energy,XLE,llm,
PTA,stock,Financials,XLF,yfinance,
PTAIY,stock,Industrials,XLI,yfinance,
PTC,stock,Information Technology,XLK,yfinance,
PTEN,stock,Energy,XLE,yfinance,
PTEST,unknown,,,none,
PTLA,stock,Health Care,XLV,llm,
PTLC,stock,Financials,XLF,llm,
PTMC,stock,Financials,XLF,llm,
PTMK,stock,Health Care,XLV,llm,
PTNQ,stock,Information Technology,XLK,llm,
PTNR,stock,Communication Services,XLC,llm,
PTON,stock,Consumer Discretionary,XLY,yfinance,
PUBGY,stock,Communication Services,XLC,yfinance,
PUK,stock,Financials,XLF,yfinance,
PUMP,stock,Energy,XLE,yfinance,
PUTKY,stock,Materials,XLB,yfinance,
PUTW,stock,Financials,XLF,llm,
PVH,stock,Consumer Discretionary,XLY,yfinance,
PW,stock,Real Estate,XLRE,yfinance,
PWCDF,stock,Financials,XLF,yfinance,
PWE,stock,Energy,XLE,llm,
PWP,stock,Financials,XLF,yfinance,
PWR,stock,Industrials,XLI,yfinance,
PWRS,stock,Information Technology,XLK,llm,
PX,stock,Materials,XLB,llm,
PXD,stock,Energy,XLE,llm,
PYCR,stock,Information Technology,XLK,llm,
PYPL,stock,Financials,XLF,yfinance,
PYPLV,unknown,,,none,
Q,stock,Information Technology,XLK,yfinance,
QABSY,stock,Industrials,XLI,yfinance,
QAI,stock,Financials,XLF,llm,
QBIEY,stock,Financials,XLF,yfinance,
QCOM,stock,Information Technology,XLK,yfinance,
QCP,stock,Real Estate,XLRE,llm,
QCRH,stock,Financials,XLF,yfinance,
QDEL,stock,Health Care,XLV,yfinance,
QEP,stock,Energy,XLE,llm,
QGEN,stock,Health Care,XLV,yfinance,
QIHU,stock,Information Technology,XLK,llm,
QLEIX,unknown,,,none,
QLIK,stock,Information Technology,XLK,llm,
QLTI,stock,Health Care,XLV,llm,
QLYS,stock,Information Technology,XLK,yfinance,
QMCO,stock,Information Technology,XLK,yfinance,
QNT,stock,Information Technology,XLK,yfinance,
QQQ,etf_broad,,QQQ,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
QQQM,stock,Information Technology,XLK,llm,
QQXT,stock,Information Technology,XLK,llm,
QRE,stock,Energy,XLE,llm,
QRTEA,stock,Consumer Discretionary,XLY,llm,
QRTEP,stock,Consumer Discretionary,XLY,llm,
QRVO,stock,Information Technology,XLK,yfinance,
QS,stock,Consumer Discretionary,XLY,yfinance,
QSR,stock,Consumer Discretionary,XLY,yfinance,
QSY,unknown,,,none,
QTEC,stock,Information Technology,XLK,llm,
QTM,stock,Information Technology,XLK,llm,
QTS,stock,Real Estate,XLRE,llm,
QTWO,stock,Information Technology,XLK,yfinance,
QUAD,stock,Industrials,XLI,yfinance,
QUMU,stock,Information Technology,XLK,llm,
QUNR,stock,Consumer Discretionary,XLY,llm,
QVCA,stock,Consumer Discretionary,XLY,llm,
QW,unknown,,,none,
QWST,stock,Communication Services,XLC,llm,
QYLD,stock,Information Technology,XLK,llm,
R,stock,Industrials,XLI,yfinance,
RA,stock,Financials,XLF,yfinance,
RACE,stock,Consumer Discretionary,XLY,yfinance,
RAD,stock,Consumer Staples,XLP,llm,
RAI,stock,Consumer Staples,XLP,llm,
RAL,stock,Information Technology,XLK,yfinance,
RALS,unknown,,,none,
RAMP,stock,Information Technology,XLK,yfinance,
RAND,stock,Financials,XLF,yfinance,
RANJY,stock,Industrials,XLI,yfinance,
RARE,stock,Health Care,XLV,yfinance,
RAS,stock,Financials,XLF,llm,
RATL,stock,Information Technology,XLK,llm,
RAVN,stock,Industrials,XLI,llm,
RBA,stock,Industrials,XLI,yfinance,
RBC,stock,Industrials,XLI,yfinance,
RBCAA,stock,Financials,XLF,yfinance,
RBD,stock,Consumer Discretionary,XLY,llm,
RBGLY,stock,Consumer Staples,XLP,yfinance,
RBLX,stock,Communication Services,XLC,yfinance,
RBS,stock,Financials,XLF,llm,
RBZ,stock,Financials,XLF,llm,
RC,stock,Real Estate,XLRE,yfinance,
RCI,stock,Communication Services,XLC,yfinance,
RCII,stock,Consumer Discretionary,XLY,llm,
RCKY,stock,Consumer Discretionary,XLY,yfinance,
RCL,stock,Consumer Discretionary,XLY,yfinance,
RCON,stock,Energy,XLE,yfinance,
RCPT,stock,Health Care,XLV,llm,
RCRUY,stock,Communication Services,XLC,yfinance,
RCS,stock,Financials,XLF,yfinance,
RDC,stock,Energy,XLE,llm,
RDDT,stock,Communication Services,XLC,yfinance,
RDEIY,stock,Utilities,XLU,yfinance,
RDFN,stock,Real Estate,XLRE,llm,
RDIV,stock,Financials,XLF,llm,
RDS,unknown,,,none,
RDS-A,stock,Energy,XLE,llm,
RDS-B,stock,Energy,XLE,llm,
RDSA,stock,Energy,XLE,llm,
RDSMY,stock,Energy,XLE,llm,
RDUS,stock,Health Care,XLV,llm,
RDVY,stock,Financials,XLF,llm,
RDY,stock,Health Care,XLV,yfinance,
RE,stock,Financials,XLF,llm,
RED,unknown,,,none,
REE,stock,Consumer Discretionary,XLY,yfinance,
REG,stock,Real Estate,XLRE,yfinance,
REGCO,stock,Real Estate,XLRE,yfinance,
REGL,stock,Financials,XLF,llm,
REGN,stock,Health Care,XLV,yfinance,
REIS,stock,Real Estate,XLRE,llm,
REIT,stock,Real Estate,XLRE,llm,
RELL,stock,Information Technology,XLK,yfinance,
RELX,stock,Industrials,XLI,yfinance,
RELY,stock,Information Technology,XLK,yfinance,
REMX,stock,Materials,XLB,llm,
REPYY,stock,Energy,XLE,yfinance,
RES,stock,Energy,XLE,yfinance,
RETA,stock,Health Care,XLV,llm,
REVB,stock,Health Care,XLV,yfinance,
REVH,unknown,,,none,
REX,stock,Materials,XLB,yfinance,
REXR,stock,Real Estate,XLRE,yfinance,
REYN,stock,Consumer Discretionary,XLY,yfinance,
REZI,stock,Industrials,XLI,yfinance,
RF,stock,Financials,XLF,yfinance,
RFI,stock,Financials,XLF,yfinance,
RFXCQ,unknown,,,none,
RGA,stock,Financials,XLF,yfinance,
RGBM,unknown,,,none,
RGC,stock,Health Care,XLV,yfinance,
RGEN,stock,Health Care,XLV,yfinance,
RGIDQ,stock,Consumer Discretionary,XLY,llm,
RGLD,stock,Materials,XLB,yfinance,
RGNX,stock,Health Care,XLV,yfinance,
RGP,stock,Industrials,XLI,yfinance,
RGS,stock,Consumer Discretionary,XLY,yfinance,
RGT,stock,Financials,XLF,yfinance,
RH,stock,Consumer Discretionary,XLY,yfinance,
RHHBF,stock,Health Care,XLV,yfinance,
RHHBY,stock,Health Care,XLV,yfinance,
RHI,stock,Industrials,XLI,yfinance,
RHP,stock,Real Estate,XLRE,yfinance,
RHT,stock,Information Technology,XLK,llm,
RIG,stock,Energy,XLE,yfinance,
RIGP,unknown,,,none,
RIO,stock,Materials,XLB,yfinance,
RITM,stock,Real Estate,XLRE,yfinance,
RIVN,stock,Consumer Discretionary,XLY,yfinance,
RJD,stock,Industrials,XLI,llm,
RJF,stock,Financials,XLF,yfinance,
RKT,stock,Financials,XLF,yfinance,
RL,stock,Consumer Discretionary,XLY,yfinance,
RLAY,stock,Health Care,XLV,yfinance,
RLGY,stock,Real Estate,XLRE,llm,
RLI,stock,Financials,XLF,yfinance,
RLJ,stock,Real Estate,XLRE,yfinance,
RLMD,stock,Health Care,XLV,yfinance,
RMBFX,unknown,,,none,
RMBL,stock,Consumer Discretionary,XLY,llm,
RMBS,stock,Information Technology,XLK,yfinance,
RMD,stock,Health Care,XLV,yfinance,
RMP,stock,Energy,XLE,llm,
RNDY,stock,Health Care,XLV,llm,
RNET,stock,Information Technology,XLK,llm,
RNG,stock,Information Technology,XLK,yfinance,
RNGR,stock,Energy,XLE,yfinance,
